cveID,dateAdded,vendorProject,product,cvss,epss,risk,exploit,ransomCampaign
CVE-2016-7255,2021-11-03,Microsoft,Win32k,7.8,0.89359,High,Yes,Unknown
CVE-2021-35395,2021-11-03,Realtek,AP-Router SDK,9.8,0.93663,Critical,No,Unknown
CVE-2019-1367,2021-11-03,Microsoft,Internet Explorer,7.5,0.89782,High,Yes,Known
CVE-2019-11539,2021-11-03,Ivanti,Pulse Connect Secure and Pulse Policy Secure,7.2,0.93911,High,Yes,Known
CVE-2020-1350,2021-11-03,Microsoft,Windows,10.0,0.93822,Critical,Yes,Unknown
CVE-2019-0797,2021-11-03,Microsoft,Win32k,7.8,0.06091,Medium,No,Unknown
CVE-2019-7481,2021-11-03,SonicWall,SMA100,7.5,0.9438,High,No,Known
CVE-2020-5847,2021-11-03,Unraid,Unraid,9.8,0.93678,Critical,Yes,Unknown
CVE-2017-0143,2021-11-03,Microsoft,Windows,8.8,0.94022,High,Yes,Known
CVE-2020-1147,2021-11-03,Microsoft,".NET Framework, SharePoint, Visual Studio",7.8,0.9343,High,Yes,Unknown
CVE-2019-1429,2021-11-03,Microsoft,Internet Explorer,7.5,0.82293,High,Yes,Unknown
CVE-2020-3566,2021-11-03,Cisco,IOS XR,8.6,0.07174,Medium,Yes,Unknown
CVE-2020-3452,2021-11-03,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),7.5,0.94452,High,Yes,Unknown
CVE-2021-27561,2021-11-03,Yealink,Device Management,9.8,0.94106,Critical,No,Unknown
CVE-2021-38000,2021-11-03,Google,Chromium Intents,6.1,0.03195,Medium,No,Unknown
CVE-2021-40444,2021-11-03,Microsoft,MSHTML,8.8,0.94332,High,Yes,Known
CVE-2018-0171,2021-11-03,Cisco,IOS and IOS XE,9.8,0.93123,Critical,Yes,Unknown
CVE-2021-42292,2021-11-17,Microsoft,Office,7.8,0.19101,Medium,Yes,Unknown
CVE-2021-40449,2021-11-17,Microsoft,Windows,7.8,0.91886,High,Yes,Known
CVE-2021-22204,2021-11-17,Perl,Exiftool,6.8,0.92761,High,Yes,Unknown
CVE-2021-42321,2021-11-17,Microsoft,Exchange,8.8,0.93422,High,Yes,Known
CVE-2021-37415,2021-12-01,Zoho,ManageEngine ServiceDesk Plus (SDP),9.8,0.91646,Critical,No,Unknown
CVE-2021-44077,2021-12-01,Zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,9.8,0.943,Critical,Yes,Unknown
CVE-2020-11261,2021-12-01,Qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",7.8,0.01142,Medium,No,Unknown
CVE-2021-40438,2021-12-01,Apache,Apache,9.0,0.94432,Critical,Yes,Unknown
CVE-2018-14847,2021-12-01,MikroTik,RouterOS,9.1,0.93645,Critical,Yes,Unknown
CVE-2019-13272,2021-12-10,Linux,Kernel,7.8,0.81252,High,Yes,Unknown
CVE-2017-17562,2021-12-10,Embedthis,GoAhead,8.1,0.94134,High,Yes,Unknown
CVE-2019-7238,2021-12-10,Sonatype,Nexus Repository Manager,9.8,0.94379,Critical,Yes,Unknown
CVE-2019-10758,2021-12-10,MongoDB,mongo-express,9.9,0.94361,Critical,Yes,Unknown
CVE-2017-12149,2021-12-10,Red Hat,JBoss Application Server,9.8,0.94294,Critical,Yes,Known
CVE-2021-44168,2021-12-10,Fortinet,FortiOS,3.3,0.01431,Low,Yes,Unknown
CVE-2021-44228,2021-12-10,Apache,Log4j2,10.0,0.94358,Critical,Yes,Known
CVE-2019-0193,2021-12-10,Apache,Solr,7.2,0.93202,High,Yes,Unknown
CVE-2021-44515,2021-12-10,Zoho,Desktop Central,9.8,0.94363,Critical,No,Unknown
CVE-2010-1871,2021-12-10,Red Hat,JBoss Seam 2,8.8,0.93788,High,Yes,Unknown
CVE-2020-17463,2021-12-10,Fuel CMS,Fuel CMS,9.8,0.15269,Medium,No,Unknown
CVE-2021-35394,2021-12-10,Realtek,Jungle Software Development Kit (SDK),9.8,0.9422,Critical,No,Unknown
CVE-2020-8816,2021-12-10,Pi-hole,AdminLTE,7.2,0.90775,High,Yes,Unknown
CVE-2021-4102,2021-12-15,Google,Chromium V8,8.8,0.05459,Medium,No,Unknown
CVE-2021-43890,2021-12-15,Microsoft,Windows,7.1,0.1924,Medium,No,Unknown
CVE-2021-27860,2022-01-10,FatPipe,"WARP, IPVPN, and MPVPN software",9.8,0.42561,Medium,No,Unknown
CVE-2020-6572,2022-01-10,Google,Chrome Media,8.8,0.19071,Medium,No,Unknown
CVE-2019-10149,2022-01-10,Exim,Mail Transfer Agent (MTA),9.8,0.93927,Critical,Yes,Unknown
CVE-2018-13382,2022-01-10,Fortinet,FortiOS and FortiProxy,9.1,0.86103,High,Yes,Known
CVE-2019-1458,2022-01-10,Microsoft,Win32k,7.8,0.92199,High,Yes,Known
CVE-2018-13383,2022-01-10,Fortinet,FortiOS and FortiProxy,4.3,0.01315,Low,No,Known
CVE-2019-9670,2022-01-10,Synacor,Zimbra Collaboration Suite (ZCS),9.8,0.9443,Critical,Yes,Unknown
CVE-2013-3900,2022-01-10,Microsoft,WinVerifyTrust function,5.5,0.80494,High,Yes,Unknown
CVE-2015-7450,2022-01-10,IBM,WebSphere Application Server and Server Hypervisor Edition,9.8,0.93487,Critical,Yes,Unknown
CVE-2019-7609,2022-01-10,Elastic,Kibana,10.0,0.94429,Critical,Yes,Unknown
CVE-2019-1579,2022-01-10,Palo Alto Networks,PAN-OS,8.1,0.93028,High,Yes,Known
CVE-2017-1000486,2022-01-10,Primetek,Primefaces Application,9.8,0.9373,Critical,Yes,Unknown
CVE-2021-36260,2022-01-10,Hikvision,Security cameras web server,9.8,0.94436,Critical,Yes,Unknown
CVE-2019-2725,2022-01-10,Oracle,WebLogic Server,9.8,0.9447,Critical,Yes,Known
CVE-2021-22017,2022-01-10,VMware,vCenter Server,5.3,0.75711,High,No,Unknown
CVE-2020-14864,2022-01-18,Oracle,Intelligence Enterprise Edition,7.5,0.94019,High,Yes,Unknown
CVE-2021-25296,2022-01-18,Nagios,Nagios XI,8.8,0.93708,High,No,Unknown
CVE-2021-22991,2022-01-18,F5,BIG-IP Traffic Management Microkernel,9.8,0.6626,High,No,Unknown
CVE-2021-21975,2022-01-18,VMware,vRealize Operations Manager API,7.5,0.9439,High,Yes,Known
CVE-2020-13927,2022-01-18,Apache,Airflow's Experimental API,9.8,0.94186,Critical,Yes,Unknown
CVE-2021-21315,2022-01-18,Npm package,System Information Library for Node.JS,7.1,0.93933,High,Yes,Unknown
CVE-2021-40870,2022-01-18,Aviatrix,Aviatrix Controller,9.8,0.94228,Critical,Yes,Unknown
CVE-2020-11978,2022-01-18,Apache,Airflow,8.8,0.94272,High,Yes,Unknown
CVE-2021-33766,2022-01-18,Microsoft,Exchange Server,7.3,0.93483,High,Yes,Unknown
CVE-2021-25298,2022-01-18,Nagios,Nagios XI,8.8,0.8035,High,No,Unknown
CVE-2021-32648,2022-01-18,October CMS,October CMS,8.2,0.92015,High,Yes,Unknown
CVE-2021-25297,2022-01-18,Nagios,Nagios XI,8.8,0.60589,High,No,Unknown
CVE-2020-13671,2022-01-18,Drupal,Drupal core,8.8,0.04504,Medium,No,Unknown
CVE-2018-8453,2022-01-21,Microsoft,Win32k,7.8,0.78157,High,Yes,Known
CVE-2021-35247,2022-01-21,SolarWinds,Serv-U,4.3,0.02918,Low,No,Unknown
CVE-2006-1547,2022-01-21,Apache,Struts 1,7.5,0.17326,Medium,No,Unknown
CVE-2012-0391,2022-01-21,Apache,Struts 2,9.8,0.89518,High,Yes,Unknown
CVE-2014-7169,2022-01-28,GNU,Bourne-Again Shell (Bash),9.8,0.8961,High,Yes,Unknown
CVE-2022-22587,2022-01-28,Apple,iOS and macOS,9.8,0.00373,Medium,No,Unknown
CVE-2020-0787,2022-01-28,Microsoft,Windows,7.8,0.70215,High,Yes,Known
CVE-2021-20038,2022-01-28,SonicWall,SMA 100 Appliances,9.8,0.94292,Critical,Yes,Known
CVE-2020-5722,2022-01-28,Grandstream,UCM6200,9.8,0.93481,Critical,Yes,Unknown
CVE-2014-6271,2022-01-28,GNU,Bourne-Again Shell (Bash),9.8,0.94213,Critical,Yes,Unknown
CVE-2014-1776,2022-01-28,Microsoft,Internet Explorer,9.8,0.78494,High,No,Unknown
CVE-2017-5689,2022-01-28,Intel,"Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability",9.8,0.94254,Critical,Yes,Unknown
CVE-2022-21882,2022-02-04,Microsoft,Win32k,7.0,0.8724,High,Yes,Unknown
CVE-2017-0262,2022-02-10,Microsoft,Office,7.8,0.649,High,No,Unknown
CVE-2017-10271,2022-02-10,Oracle,WebLogic Server,7.5,0.94439,High,Yes,Known
CVE-2016-3088,2022-02-10,Apache,ActiveMQ,9.8,0.94294,Critical,Yes,Unknown
CVE-2015-1635,2022-02-10,Microsoft,HTTP.sys,9.8,0.9431,Critical,Yes,Unknown
CVE-2017-0145,2022-02-10,Microsoft,SMBv1,8.8,0.9329,High,Yes,Known
CVE-2015-1130,2022-02-10,Apple,OS X,7.8,0.21065,Medium,Yes,Unknown
CVE-2017-0144,2022-02-10,Microsoft,SMBv1,8.8,0.94318,High,Yes,Known
CVE-2017-8464,2022-02-10,Microsoft,Windows,8.8,0.93878,High,Yes,Unknown
CVE-2014-4404,2022-02-10,Apple,OS X,7.8,0.61995,High,Yes,Unknown
CVE-2020-0796,2022-02-10,Microsoft,SMBv3,10.0,0.94408,Critical,Yes,Known
CVE-2021-36934,2022-02-10,Microsoft,Windows,7.8,0.90897,High,Yes,Unknown
CVE-2018-1000861,2022-02-10,Jenkins,Jenkins Stapler Web Framework,9.8,0.94467,Critical,Yes,Unknown
CVE-2017-9791,2022-02-10,Apache,Struts 1,9.8,0.94239,Critical,Yes,Unknown
CVE-2017-0263,2022-02-10,Microsoft,Win32k,7.8,0.16096,Medium,Yes,Unknown
CVE-2015-2051,2022-02-10,D-Link,DIR-645 Router,9.8,0.93251,Critical,Yes,Unknown
CVE-2022-22620,2022-02-11,Apple,"iOS, iPadOS, and macOS",8.8,0.04022,Medium,Yes,Unknown
CVE-2018-20250,2022-02-15,RARLAB,WinRAR,7.8,0.93462,High,Yes,Known
CVE-2017-9841,2022-02-15,PHPUnit,PHPUnit,9.8,0.9416,Critical,Yes,Unknown
CVE-2019-0752,2022-02-15,Microsoft,Internet Explorer,7.5,0.92041,High,Yes,Known
CVE-2018-15982,2022-02-15,Adobe,Flash Player,9.8,0.93798,Critical,Yes,Known
CVE-2018-8174,2022-02-15,Microsoft,Windows,7.5,0.94283,High,Yes,Known
CVE-2014-1761,2022-02-15,Microsoft,Word,7.8,0.93158,High,Yes,Unknown
CVE-2022-24086,2022-02-15,Adobe,Commerce and Magento Open Source,9.8,0.93778,Critical,Yes,Unknown
CVE-2022-0609,2022-02-15,Google,Chromium Animation,8.8,0.47772,Medium,No,Unknown
CVE-2013-3906,2022-02-15,Microsoft,Graphics Component,7.8,0.9254,High,Yes,Unknown
CVE-2022-23134,2022-02-22,Zabbix,Frontend,3.7,0.93096,Medium,Yes,Unknown
CVE-2022-23131,2022-02-22,Zabbix,Frontend,9.1,0.94301,Critical,Yes,Unknown
CVE-2017-8570,2022-02-25,Microsoft,Office,7.8,0.94247,High,Yes,Unknown
CVE-2014-6352,2022-02-25,Microsoft,Windows,7.8,0.90732,High,Yes,Unknown
CVE-2017-0222,2022-02-25,Microsoft,Internet Explorer,8.8,0.61982,High,No,Unknown
CVE-2022-24682,2022-02-25,Synacor,Zimbra Collaborate Suite (ZCS),6.1,0.86588,High,No,Known
CVE-2013-0640,2022-03-03,Adobe,Reader and Acrobat,7.8,0.92545,High,Yes,Unknown
CVE-2013-3346,2022-03-03,Adobe,Reader and Acrobat,9.8,0.89914,High,Yes,Unknown
CVE-2018-0179,2022-03-03,Cisco,IOS Software,5.9,0.01503,Medium,No,Unknown
CVE-2012-1723,2022-03-03,Oracle,Java SE,9.8,0.93996,Critical,Yes,Known
CVE-2018-0156,2022-03-03,Cisco,IOS Software and Cisco IOS XE Software,7.5,0.12052,Medium,No,Unknown
CVE-2016-0099,2022-03-03,Microsoft,Windows,7.8,0.92,High,Yes,Known
CVE-2018-0174,2022-03-03,Cisco,IOS XE Software,8.6,0.04069,Medium,No,Unknown
CVE-2008-2992,2022-03-03,Adobe,Acrobat and Reader,7.8,0.93739,High,Yes,Unknown
CVE-2017-6740,2022-03-03,Cisco,IOS and IOS XE Software,8.8,0.2427,Medium,No,Unknown
CVE-2022-20701,2022-03-03,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",10.0,0.06078,Medium,No,Unknown
CVE-2017-12319,2022-03-03,Cisco,IOS XE Software,5.9,0.00937,Medium,No,Unknown
CVE-2017-6744,2022-03-03,Cisco,IOS software,8.8,0.18984,Medium,No,Unknown
CVE-2018-0154,2022-03-03,Cisco,IOS Software,7.5,0.08958,Medium,No,Unknown
CVE-2016-1019,2022-03-03,Adobe,Flash Player,9.8,0.72382,High,Yes,Known
CVE-2017-8540,2022-03-03,Microsoft,Malware Protection Engine,7.8,0.84613,High,Yes,Unknown
CVE-2010-3333,2022-03-03,Microsoft,Office,7.8,0.9379,High,Yes,Unknown
CVE-2016-7193,2022-03-03,Microsoft,Office,7.8,0.71199,High,No,Unknown
CVE-2014-0496,2022-03-03,Adobe,Reader and Acrobat,9.8,0.7737,High,No,Unknown
CVE-2021-41379,2022-03-03,Microsoft,Windows,5.5,0.01716,Medium,Yes,Known
CVE-2017-12232,2022-03-03,Cisco,IOS software,6.5,0.00987,Medium,No,Unknown
CVE-2015-2424,2022-03-03,Microsoft,PowerPoint,8.8,0.84282,High,No,Unknown
CVE-2017-12240,2022-03-03,Cisco,IOS and IOS XE Software,9.8,0.07919,Medium,No,Unknown
CVE-2020-11899,2022-03-03,Treck TCP/IP stack,IPv6,5.4,0.3325,Medium,No,Unknown
CVE-2018-0155,2022-03-03,Cisco,Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches,8.6,0.11218,Medium,No,Unknown
CVE-2016-5195,2022-03-03,Linux,Kernel,7.0,0.94176,High,Yes,Unknown
CVE-2019-1297,2022-03-03,Microsoft,Excel,8.8,0.30838,Medium,No,Unknown
CVE-2016-8562,2022-03-03,Siemens,SIMATIC CP,7.5,0.14581,Medium,No,Unknown
CVE-2013-3897,2022-03-03,Microsoft,Internet Explorer,8.8,0.90548,High,Yes,Unknown
CVE-2017-6627,2022-03-03,Cisco,IOS and IOS XE Software,7.5,0.1083,Medium,No,Unknown
CVE-2015-4902,2022-03-03,Oracle,Java SE,5.3,0.09044,Medium,No,Unknown
CVE-2016-7262,2022-03-03,Microsoft,Excel,7.8,0.87086,High,No,Unknown
CVE-2012-1856,2022-03-03,Microsoft,Office,8.8,0.91946,High,No,Unknown
CVE-2002-0367,2022-03-03,Microsoft,Windows,7.8,0.00791,Medium,Yes,Unknown
CVE-2011-0611,2022-03-03,Adobe,Flash Player,8.8,0.93736,High,Yes,Unknown
CVE-2017-12234,2022-03-03,Cisco,IOS software,7.5,0.06545,Medium,No,Unknown
CVE-2018-0158,2022-03-03,Cisco,IOS Software and Cisco IOS XE Software,8.6,0.11263,Medium,No,Unknown
CVE-2022-20703,2022-03-03,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",10.0,0.02001,Medium,No,Unknown
CVE-2017-12231,2022-03-03,Cisco,IOS software,7.5,0.06802,Medium,No,Unknown
CVE-2018-8581,2022-03-03,Microsoft,Exchange Server,7.4,0.915,High,Yes,Known
CVE-2010-0188,2022-03-03,Adobe,Reader and Acrobat,7.8,0.93597,High,Yes,Known
CVE-2015-7645,2022-03-03,Adobe,Flash Player,7.8,0.85495,High,Yes,Unknown
CVE-2017-12233,2022-03-03,Cisco,IOS software,7.5,0.06545,Medium,No,Unknown
CVE-2016-4117,2022-03-03,Adobe,Flash Player,9.8,0.93118,Critical,Yes,Unknown
CVE-2017-11292,2022-03-03,Adobe,Flash Player,8.8,0.21236,Medium,No,Unknown
CVE-2018-8298,2022-03-03,ChakraCore,ChakraCore scripting engine,7.5,0.90143,High,Yes,Unknown
CVE-2017-12237,2022-03-03,Cisco,IOS and IOS XE Software,7.5,0.05315,Medium,No,Unknown
CVE-2018-0161,2022-03-03,Cisco,IOS Software,6.3,0.01658,Medium,No,Unknown
CVE-2020-1938,2022-03-03,Apache,Tomcat,9.8,0.94469,Critical,Yes,Unknown
CVE-2018-0173,2022-03-03,Cisco,IOS and IOS XE Software,8.6,0.04069,Medium,No,Unknown
CVE-2022-20699,2022-03-03,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",10.0,0.8931,High,Yes,Unknown
CVE-2022-20700,2022-03-03,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",10.0,0.2175,Medium,No,Unknown
CVE-2017-6737,2022-03-03,Cisco,IOS and IOS XE Software,8.8,0.28835,Medium,No,Unknown
CVE-2018-0180,2022-03-03,Cisco,IOS Software,5.9,0.01283,Medium,No,Unknown
CVE-2010-0232,2022-03-03,Microsoft,Windows,7.8,0.75583,High,Yes,Unknown
CVE-2017-6738,2022-03-03,Cisco,IOS and IOS XE Software,8.8,0.28835,Medium,No,Unknown
CVE-2013-5065,2022-03-03,Microsoft,Windows,7.8,0.63758,High,Yes,Unknown
CVE-2013-0632,2022-03-03,Adobe,ColdFusion,9.8,0.92249,Critical,Yes,Unknown
CVE-2012-1535,2022-03-03,Adobe,Flash Player,7.8,0.91677,High,Yes,Unknown
CVE-2015-5119,2022-03-03,Adobe,Flash Player,9.8,0.9315,Critical,Yes,Unknown
CVE-2018-0167,2022-03-03,Cisco,"IOS, XR, and XE Software",8.8,0.00894,Medium,No,Unknown
CVE-2017-11826,2022-03-03,Microsoft,Office,7.8,0.90484,High,Yes,Unknown
CVE-2013-1347,2022-03-03,Microsoft,Internet Explorer,8.8,0.86916,High,Yes,Unknown
CVE-2017-0261,2022-03-03,Microsoft,Office,7.8,0.92942,High,Yes,Unknown
CVE-2018-0151,2022-03-03,Cisco,IOS and IOS XE Software,9.8,0.05855,Medium,No,Unknown
CVE-2013-1675,2022-03-03,Mozilla,Firefox,6.5,0.04742,Medium,No,Unknown
CVE-2011-1889,2022-03-03,Microsoft,Forefront Threat Management Gateway (TMG),9.8,0.87578,High,No,Unknown
CVE-2018-0175,2022-03-03,Cisco,"IOS, XR, and XE Software",8.0,0.02174,Medium,No,Unknown
CVE-2012-0507,2022-03-03,Oracle,Java SE,9.8,0.93653,Critical,Yes,Known
CVE-2018-0172,2022-03-03,Cisco,IOS and IOS XE Software,8.6,0.04655,Medium,No,Unknown
CVE-2004-0210,2022-03-03,Microsoft,Windows,7.8,0.03667,Medium,Yes,Unknown
CVE-2017-12235,2022-03-03,Cisco,IOS software,7.5,0.04928,Medium,No,Unknown
CVE-2015-3043,2022-03-03,Adobe,Flash Player,9.8,0.82652,High,Yes,Unknown
CVE-2017-12238,2022-03-03,Cisco,Catalyst 6800 Series Switches,6.5,0.01154,Medium,No,Unknown
CVE-2017-6663,2022-03-03,Cisco,IOS and IOS XE Software,6.5,0.02321,Medium,No,Unknown
CVE-2017-6739,2022-03-03,Cisco,IOS and IOS XE Software,8.8,0.28835,Medium,No,Unknown
CVE-2009-1123,2022-03-03,Microsoft,Windows,7.8,0.04295,Medium,No,Unknown
CVE-2019-16928,2022-03-03,Exim,Exim Internet Mailer,9.8,0.90014,Critical,No,Unknown
CVE-2013-0641,2022-03-03,Adobe,Reader,7.8,0.88385,High,No,Unknown
CVE-2015-2545,2022-03-03,Microsoft,Office,7.8,0.93446,High,No,Unknown
CVE-2014-4114,2022-03-03,Microsoft,Windows,7.8,0.92153,High,Yes,Unknown
CVE-2009-3129,2022-03-03,Microsoft,Excel,7.8,0.91648,High,Yes,Unknown
CVE-2017-6736,2022-03-03,Cisco,IOS and IOS XE Software,8.8,0.89022,High,Yes,Unknown
CVE-2015-1701,2022-03-03,Microsoft,Win32k,7.8,0.90038,High,Yes,Known
CVE-2016-7855,2022-03-03,Adobe,Flash Player,8.8,0.46889,Medium,Yes,Unknown
CVE-2008-3431,2022-03-03,Oracle,VirtualBox,8.8,0.05378,Medium,Yes,Unknown
CVE-2015-2387,2022-03-03,Microsoft,ATM Font Driver,7.8,0.31208,Medium,No,Unknown
CVE-2011-3544,2022-03-03,Oracle,Java SE JDK and JRE,9.8,0.92955,Critical,Yes,Unknown
CVE-2019-1652,2022-03-03,Cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,7.2,0.92947,High,Yes,Unknown
CVE-2012-4681,2022-03-03,Oracle,Java SE,9.8,0.93952,Critical,Yes,Unknown
CVE-2015-1642,2022-03-03,Microsoft,Office,7.8,0.72879,High,No,Unknown
CVE-2017-6743,2022-03-03,Cisco,IOS and IOS XE Software,8.8,0.28835,Medium,No,Unknown
CVE-2015-2590,2022-03-03,Oracle,Java SE,9.8,0.61541,High,No,Unknown
CVE-2018-0159,2022-03-03,Cisco,IOS Software and Cisco IOS XE Software,7.5,0.05255,Medium,No,Unknown
CVE-2022-20708,2022-03-03,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",10.0,0.13015,Medium,No,Unknown
CVE-2017-0001,2022-03-03,Microsoft,Graphics Device Interface (GDI),7.8,0.25434,Medium,No,Unknown
CVE-2009-3960,2022-03-07,Adobe,BlazeDS,6.5,0.8874,High,Yes,Known
CVE-2017-6077,2022-03-07,NETGEAR,Wireless Router DGN2200,9.8,0.86105,High,Yes,Unknown
CVE-2016-6277,2022-03-07,NETGEAR,Multiple Routers,8.8,0.93986,High,Yes,Unknown
CVE-2013-0631,2022-03-07,Adobe,ColdFusion,7.5,0.75297,High,No,Unknown
CVE-2019-11581,2022-03-07,Atlassian,Jira Server and Data Center,9.8,0.94355,Critical,Yes,Unknown
CVE-2013-0629,2022-03-07,Adobe,ColdFusion,7.5,0.80909,High,Yes,Unknown
CVE-2022-26485,2022-03-07,Mozilla,Firefox,8.8,0.07065,Medium,Yes,Unknown
CVE-2013-0625,2022-03-07,Adobe,ColdFusion,9.8,0.8656,High,Yes,Unknown
CVE-2022-26486,2022-03-07,Mozilla,Firefox,9.6,0.04863,Medium,No,Unknown
CVE-2020-8218,2022-03-07,Pulse Secure,Pulse Connect Secure,7.2,0.92345,High,Yes,Unknown
CVE-2021-21973,2022-03-07,VMware,vCenter Server and Cloud Foundation,5.3,0.90336,High,Yes,Unknown
CVE-2019-1129,2022-03-15,Microsoft,Windows,7.8,0.03114,Medium,Yes,Known
CVE-2019-1253,2022-03-15,Microsoft,Windows,7.8,0.28148,Medium,Yes,Known
CVE-2019-1315,2022-03-15,Microsoft,Windows,7.8,0.07545,Medium,Yes,Known
CVE-2015-2546,2022-03-15,Microsoft,Win32k,8.2,0.39933,Medium,Yes,Known
CVE-2016-3309,2022-03-15,Microsoft,Windows,7.8,0.44641,Medium,Yes,Known
CVE-2019-0841,2022-03-15,Microsoft,Windows,7.8,0.8265,High,Yes,Known
CVE-2019-0543,2022-03-15,Microsoft,Windows,7.8,0.16595,Medium,Yes,Known
CVE-2019-1405,2022-03-15,Microsoft,Windows,7.8,0.57085,High,Yes,Known
CVE-2019-1322,2022-03-15,Microsoft,Windows,7.8,0.35766,Medium,Yes,Known
CVE-2019-1069,2022-03-15,Microsoft,Task Scheduler,7.8,0.30456,Medium,Yes,Known
CVE-2019-1132,2022-03-15,Microsoft,Win32k,7.8,0.35636,Medium,Yes,Unknown
CVE-2017-0101,2022-03-15,Microsoft,Windows,7.8,0.64403,High,Yes,Known
CVE-2019-1064,2022-03-15,Microsoft,Windows,7.8,0.06886,Medium,Yes,Known
CVE-2020-5135,2022-03-15,SonicWall,SonicOS,9.8,0.22585,Medium,No,Unknown
CVE-2018-8120,2022-03-15,Microsoft,Win32k,7.0,0.94149,High,Yes,Known
CVE-2012-1823,2022-03-25,PHP,PHP,9.8,0.94386,Critical,Yes,Unknown
CVE-2013-4810,2022-03-25,Hewlett Packard (HP),"ProCurve Manager (PCM), PCM+, Identity Driven Manager (IDM), and Application Lifecycle Management",9.8,0.8588,High,Yes,Unknown
CVE-2016-10174,2022-03-25,NETGEAR,WNR2000v5 Router,9.8,0.89771,High,Yes,Unknown
CVE-2017-12615,2022-03-25,Apache,Tomcat,8.1,0.94277,High,Yes,Known
CVE-2016-7892,2022-03-25,Adobe,Flash Player,8.8,0.23263,Medium,No,Unknown
CVE-2009-2055,2022-03-25,Cisco,IOS XR,4.3,0.00613,Low,No,Unknown
CVE-2015-1187,2022-03-25,D-Link and TRENDnet,Multiple Devices,9.8,0.81232,High,Yes,Unknown
CVE-2014-3120,2022-03-25,Elastic,Elasticsearch,8.1,0.85557,High,Yes,Unknown
CVE-2015-1427,2022-03-25,Elastic,Elasticsearch,9.8,0.92326,Critical,Yes,Unknown
CVE-2020-5410,2022-03-25,VMware Tanzu,Spring Cloud Configuration (Config) Server,7.5,0.94323,High,Yes,Unknown
CVE-2019-15107,2022-03-25,Webmin,Webmin,9.8,0.94461,Critical,Yes,Unknown
CVE-2005-2773,2022-03-25,Hewlett Packard (HP),OpenView Network Node Manager,9.8,0.89464,High,Yes,Unknown
CVE-2017-3881,2022-03-25,Cisco,IOS and IOS XE,9.8,0.94282,Critical,Yes,Unknown
CVE-2018-11138,2022-03-25,Quest,KACE System Management Appliance,9.8,0.92008,Critical,Yes,Known
CVE-2016-1555,2022-03-25,NETGEAR,Wireless Access Point (WAP) Devices,9.8,0.94016,Critical,Yes,Unknown
CVE-2014-6287,2022-03-25,Rejetto,HTTP File Server (HFS),9.8,0.94363,Critical,Yes,Unknown
CVE-2010-3035,2022-03-25,Cisco,IOS XR,7.5,0.03262,Medium,No,Unknown
CVE-2015-0666,2022-03-25,Cisco,Prime Data Center Network Manager (DCNM),7.8,0.5313,High,No,Unknown
CVE-2018-6961,2022-03-25,VMware,SD-WAN Edge,8.1,0.93565,High,Yes,Unknown
CVE-2020-1631,2022-03-25,Juniper,Junos OS,8.8,0.05398,Medium,No,Unknown
CVE-2019-0903,2022-03-25,Microsoft,Graphics Device Interface (GDI),8.8,0.34444,Medium,No,Unknown
CVE-2020-2506,2022-03-25,QNAP Systems,Helpdesk,7.3,0.17988,Medium,Yes,Unknown
CVE-2016-11021,2022-03-25,D-Link,DCS-930L Devices,7.2,0.91253,High,No,Unknown
CVE-2018-14839,2022-03-25,LG,N1A1 NAS,9.8,0.90301,Critical,No,Unknown
CVE-2019-10068,2022-03-25,Kentico,Xperience,9.8,0.93889,Critical,No,Unknown
CVE-2018-0147,2022-03-25,Cisco,Secure Access Control System (ACS),9.8,0.03003,Medium,No,Unknown
CVE-2014-0130,2022-03-25,Rails,Ruby on Rails,7.5,0.45374,Medium,Yes,Unknown
CVE-2019-12991,2022-03-25,Citrix,SD-WAN and NetScaler,8.8,0.80988,High,Yes,Unknown
CVE-2018-0125,2022-03-25,Cisco,VPN Routers,9.8,0.39587,Medium,No,Unknown
CVE-2020-25223,2022-03-25,Sophos,SG UTM,9.8,0.94415,Critical,Yes,Unknown
CVE-2013-5223,2022-03-25,D-Link,DSL-2760U,5.4,0.35461,Medium,Yes,Unknown
CVE-2021-42237,2022-03-25,Sitecore,XP,9.8,0.94374,Critical,Yes,Known
CVE-2020-7247,2022-03-25,OpenBSD,OpenSMTPD,9.8,0.94076,Critical,Yes,Unknown
CVE-2010-4345,2022-03-25,Exim,Exim,7.8,0.04024,Medium,Yes,Unknown
CVE-2019-6340,2022-03-25,Drupal,Core,8.1,0.94436,High,Yes,Unknown
